Angle,Cp
1.166115e+02,-2.800923e-01
2.513854e+01,1.402784e+00
2.587500e+01,1.335930e+00
2.661146e+01,1.331974e+00
2.700000e+01,1.284309e+00
6.486146e+01,3.705245e-01
6.412500e+01,3.798592e-01
6.338854e+01,4.010849e-01
6.036146e+01,4.827429e-01
5.962500e+01,4.911786e-01
5.888854e+01,5.171545e-01
4.950000e+01,7.521935e-01
4.911146e+01,7.795455e-01
4.837500e+01,7.905199e-01
4.763854e+01,8.199845e-01
4.050000e+01,9.807831e-01
4.088854e+01,1.004276e+00
4.162500e+01,9.758379e-01
4.236146e+01,9.676503e-01
3.825000e+01,1.040854e+00
3.863854e+01,1.069618e+00
3.937500e+01,1.038237e+00
4.011146e+01,1.028954e+00
5.175000e+01,6.853903e-01
5.136146e+01,7.143453e-01
5.062500e+01,7.266289e-01
4.988854e+01,7.552747e-01
7.161146e+01,2.222645e-01
7.087500e+01,2.339869e-01
7.013854e+01,2.493568e-01
9.225000e+01,-1.089209e-01
9.263854e+01,-1.139038e-01
9.337500e+01,-1.223016e-01
9.411146e+01,-1.303560e-01
1.260000e+02,-2.557521e-01
1.263885e+02,-2.556464e-01
1.271250e+02,-2.555673e-01
1.278615e+02,-2.554552e-01
1.282500e+02,-2.554272e-01
3.638854e+01,1.126759e+00
3.712500e+01,1.100227e+00
3.786146e+01,1.095007e+00
5.361146e+01,6.541490e-01
5.287500e+01,6.689393e-01
5.213854e+01,6.954609e-01
6.750000e+00,1.653362e+00
7.138542e+00,1.649346e+00
7.875000e+00,1.649588e+00
8.611459e+00,1.689838e+00
1.661115e+02,-2.632536e-01
1.653750e+02,-2.621182e-01
1.646385e+02,-2.610826e-01
1.642500e+02,-2.606637e-01
1.388854e+01,1.591568e+00
1.462500e+01,1.592788e+00
1.536146e+01,1.640459e+00
1.616115e+02,-2.583456e-01
1.608750e+02,-2.581054e-01
1.601385e+02,-2.579234e-01
7.161146e+01,2.171934e-01
7.087500e+01,2.247090e-01
7.013854e+01,2.435198e-01
1.800000e+01,1.547670e+00
1.838854e+01,1.541058e+00
1.912500e+01,1.524215e+00
1.986146e+01,1.540310e+00
9.488854e+01,-1.403289e-01
9.562500e+01,-1.487305e-01
9.636146e+01,-1.562886e-01
1.237500e+02,-2.571943e-01
1.233615e+02,-2.580406e-01
1.226250e+02,-2.594585e-01
1.218885e+02,-2.600702e-01
2.211146e+01,1.466879e+00
2.137500e+01,1.478400e+00
2.063854e+01,1.513118e+00
1.008615e+02,-1.875196e-01
1.001250e+02,-1.805593e-01
9.938854e+01,-1.778047e-01
7.913854e+01,8.291987e-02
7.987500e+01,6.710318e-02
8.061146e+01,5.778471e-02
1.777500e+02,-2.250042e-01
1.781385e+02,-2.235389e-01
1.788750e+02,-2.214403e-01
1.796115e+02,-2.203255e-01
9.186146e+01,-1.042528e-01
9.112500e+01,-9.601217e-02
9.038854e+01,-8.797979e-02
1.713885e+02,-2.586915e-01
1.721250e+02,-2.556883e-01
1.728615e+02,-2.521137e-01
1.057500e+02,-2.312476e-01
1.053615e+02,-2.287782e-01
1.046250e+02,-2.238422e-01
1.038885e+02,-2.190584e-01
7.463854e+01,1.570041e-01
7.537500e+01,1.377759e-01
7.611146e+01,1.304961e-01
1.083885e+02,-2.497853e-01
1.091250e+02,-2.542257e-01
1.098615e+02,-2.580694e-01
1.102500e+02,-2.606200e-01
1.241385e+02,-2.566077e-01
1.248750e+02,-2.560543e-01
1.256115e+02,-2.557708e-01
8.736146e+01,-4.757386e-02
8.662500e+01,-3.867143e-02
8.588854e+01,-2.988055e-02
8.550000e+01,-2.568731e-02
5.400000e+01,6.273442e-01
5.361146e+01,6.549542e-01
5.287500e+01,6.730060e-01
5.213854e+01,6.986327e-01
5.175000e+01,6.877283e-01
0.000000e+00,1.729862e+00
3.885417e-01,1.648316e+00
1.125000e+00,1.632793e+00
1.861458e+00,1.637795e+00
1.263885e+02,-2.568269e-01
1.271250e+02,-2.567063e-01
1.278615e+02,-2.565832e-01
1.282500e+02,-2.565186e-01
1.462500e+02,-2.551240e-01
1.458615e+02,-2.549297e-01
1.451250e+02,-2.548260e-01
1.443885e+02,-2.550626e-01
1.440000e+02,-2.552661e-01
1.125000e+02,-2.705640e-01
1.121115e+02,-2.687574e-01
1.113750e+02,-2.656536e-01
1.106385e+02,-2.619805e-01
1.376385e+02,-2.560616e-01
1.383750e+02,-2.561317e-01
1.391115e+02,-2.562054e-01
1.395000e+02,-2.562468e-01
3.885417e-01,1.684304e+00
1.125000e+00,1.704802e+00
1.861458e+00,1.709450e+00
2.250000e+00,1.746998e+00
1.305000e+02,-2.552881e-01
1.308885e+02,-2.552438e-01
1.316250e+02,-2.551135e-01
1.323615e+02,-2.550072e-01
1.327500e+02,-2.549681e-01
8.363854e+01,1.926006e-03
8.437500e+01,-8.249043e-03
8.511146e+01,-1.723301e-02
1.128885e+02,-2.718603e-01
1.136250e+02,-2.743143e-01
1.143615e+02,-2.752878e-01
1.147500e+02,-2.756849e-01
2.738854e+01,1.352248e+00
2.812500e+01,1.320282e+00
2.886146e+01,1.322303e+00
2.925000e+01,1.281359e+00
1.755000e+02,-2.363348e-01
1.758885e+02,-2.340406e-01
1.766250e+02,-2.299525e-01
1.773615e+02,-2.263672e-01
1.098615e+02,-2.578764e-01
1.091250e+02,-2.537686e-01
1.083885e+02,-2.496929e-01
1.080000e+02,-2.476575e-01
3.336146e+01,1.220190e+00
3.262500e+01,1.218463e+00
3.188854e+01,1.239569e+00
1.388854e+01,1.628984e+00
1.462500e+01,1.651074e+00
1.536146e+01,1.685952e+00
1.575000e+01,1.655935e+00
1.391115e+02,-2.552648e-01
1.383750e+02,-2.551958e-01
1.376385e+02,-2.551309e-01
1.372500e+02,-2.550966e-01
1.485000e+02,-2.574109e-01
1.488885e+02,-2.578113e-01
1.496250e+02,-2.584330e-01
1.503615e+02,-2.588359e-01
1.507500e+02,-2.589612e-01
1.751115e+02,-2.386467e-01
1.743750e+02,-2.431019e-01
1.736385e+02,-2.474569e-01
1.732500e+02,-2.496300e-01
3.600000e+01,9.926152e-01
3.561146e+01,1.083199e+00
3.487500e+01,1.113201e+00
3.413854e+01,1.178970e+00
3.375000e+01,1.166660e+00
1.526115e+02,-2.578747e-01
1.518750e+02,-2.579308e-01
1.511385e+02,-2.578718e-01
1.507500e+02,-2.577680e-01
3.638854e+01,1.060681e+00
3.712500e+01,1.102725e+00
3.786146e+01,1.101534e+00
1.485000e+02,-2.560851e-01
1.481115e+02,-2.556777e-01
1.473750e+02,-2.549352e-01
1.466385e+02,-2.543676e-01
1.462500e+02,-2.541700e-01
5.811146e+01,5.406645e-01
5.737500e+01,5.526287e-01
5.663854e+01,5.752108e-01
5.625000e+01,5.655883e-01
1.301115e+02,-2.561991e-01
1.293750e+02,-2.563272e-01
1.286385e+02,-2.564481e-01
8.588854e+01,-3.042897e-02
8.662500e+01,-4.367375e-02
8.736146e+01,-4.966786e-02
8.775000e+01,-6.228348e-02
5.136146e+01,7.212773e-01
5.062500e+01,7.327391e-01
4.988854e+01,7.620810e-01
4.950000e+01,7.485854e-01
1.601385e+02,-2.592604e-01
1.608750e+02,-2.594769e-01
1.616115e+02,-2.596695e-01
1.620000e+02,-2.597483e-01
6.361459e+00,1.659339e+00
5.625000e+00,1.646669e+00
4.888542e+00,1.659150e+00
4.500000e+00,1.679947e+00
1.417500e+02,-2.563167e-01
