Angle,Cp
1.301115e+02,-2.465025e-01
1.293750e+02,-2.465670e-01
1.286385e+02,-2.466383e-01
8.588854e+01,-2.879456e-02
8.662500e+01,-3.941414e-02
8.736146e+01,-5.006951e-02
8.775000e+01,-5.561697e-02
5.136146e+01,7.142164e-01
5.062500e+01,7.348696e-01
4.988854e+01,7.550808e-01
4.950000e+01,7.655641e-01
1.601385e+02,-2.504622e-01
1.608750e+02,-2.507900e-01
1.616115e+02,-2.511128e-01
1.620000e+02,-2.512758e-01
6.361459e+00,1.603544e+00
5.625000e+00,1.606446e+00
4.888542e+00,1.609233e+00
4.500000e+00,1.610674e+00
1.417500e+02,-2.461347e-01
1.413615e+02,-2.461091e-01
1.406250e+02,-2.461080e-01
1.398885e+02,-2.461583e-01
1.421385e+02,-2.461815e-01
1.428750e+02,-2.463285e-01
1.436115e+02,-2.465582e-01
1.773615e+02,-2.242464e-01
1.766250e+02,-2.248044e-01
1.758885e+02,-2.257755e-01
1.166115e+02,-2.585211e-01
1.158750e+02,-2.608867e-01
1.151385e+02,-2.630325e-01
3.150000e+01,1.230671e+00
3.111146e+01,1.239818e+00
3.037500e+01,1.256786e+00
2.963854e+01,1.273610e+00
1.301115e+02,-2.410340e-01
1.293750e+02,-2.410628e-01
1.286385e+02,-2.411021e-01
1.061385e+02,-2.398883e-01
1.068750e+02,-2.444134e-01
1.076115e+02,-2.483727e-01
1.466385e+02,-2.480481e-01
1.473750e+02,-2.483832e-01
1.481115e+02,-2.486417e-01
6.361459e+00,1.654386e+00
5.625000e+00,1.652708e+00
4.888542e+00,1.650231e+00
1.350000e+02,-2.410502e-01
1.346115e+02,-2.410271e-01
1.338750e+02,-2.409963e-01
1.331385e+02,-2.409639e-01
1.761146e+01,1.519392e+00
1.687500e+01,1.532497e+00
1.613854e+01,1.546441e+00
1.353885e+02,-2.410794e-01
1.361250e+02,-2.411258e-01
1.368615e+02,-2.411796e-01
1.526115e+02,-2.489362e-01
1.518750e+02,-2.489353e-01
1.511385e+02,-2.489427e-01
1.713885e+02,-2.454976e-01
1.721250e+02,-2.445113e-01
1.728615e+02,-2.432145e-01
1.488885e+02,-2.431668e-01
1.496250e+02,-2.436256e-01
