Angle,Cp
1.121115e+02,-2.653885e-01
1.113750e+02,-2.631447e-01
1.106385e+02,-2.584224e-01
1.376385e+02,-2.494276e-01
1.383750e+02,-2.496132e-01
1.391115e+02,-2.496821e-01
1.395000e+02,-2.501033e-01
3.885417e-01,1.679007e+00
1.125000e+00,1.678262e+00
1.861458e+00,1.676766e+00
2.250000e+00,1.674373e+00
1.305000e+02,-2.467881e-01
1.308885e+02,-2.466806e-01
1.316250e+02,-2.466834e-01
1.323615e+02,-2.465795e-01
1.327500e+02,-2.467160e-01
8.363854e+01,8.152427e-03
8.437500e+01,-2.331971e-03
8.511146e+01,-1.045197e-02
1.128885e+02,-2.684485e-01
1.136250e+02,-2.709345e-01
1.143615e+02,-2.713488e-01
1.147500e+02,-2.721720e-01
2.738854e+01,1.365702e+00
2.812500e+01,1.327604e+00
2.886146e+01,1.332794e+00
2.925000e+01,1.276618e+00
1.755000e+02,-2.244539e-01
1.758885e+02,-2.189016e-01
1.766250e+02,-2.145156e-01
1.773615e+02,-2.093900e-01
1.098615e+02,-2.548121e-01
1.091250e+02,-2.504900e-01
1.083885e+02,-2.468664e-01
1.080000e+02,-2.457636e-01
3.336146e+01,1.222412e+00
3.262500e+01,1.221662e+00
3.188854e+01,1.253539e+00
1.388854e+01,1.574263e+00
1.462500e+01,1.555562e+00
1.536146e+01,1.564580e+00
1.575000e+01,1.515321e+00
1.391115e+02,-2.466367e-01
1.383750e+02,-2.466808e-01
1.376385e+02,-2.465925e-01
1.372500e+02,-2.466362e-01
1.485000e+02,-2.526086e-01
1.488885e+02,-2.522389e-01
1.496250e+02,-2.527373e-01
1.503615e+02,-2.526929e-01
1.507500e+02,-2.528546e-01
1.751115e+02,-2.255938e-01
1.743750e+02,-2.325074e-01
1.736385e+02,-2.369601e-01
1.732500e+02,-2.424458e-01
3.600000e+01,9.957959e-01
3.561146e+01,1.102320e+00
3.487500e+01,1.121230e+00
3.413854e+01,1.181864e+00
3.375000e+01,1.144663e+00
1.526115e+02,-2.506592e-01
1.518750e+02,-2.508267e-01
1.511385e+02,-2.509497e-01
1.507500e+02,-2.512245e-01
3.638854e+01,1.086276e+00
3.712500e+01,1.112012e+00
3.786146e+01,1.118152e+00
1.485000e+02,-2.509021e-01
1.481115e+02,-2.506643e-01
1.473750e+02,-2.503962e-01
1.466385e+02,-2.497503e-01
1.462500e+02,-2.499124e-01
5.811146e+01,5.525492e-01
5.737500e+01,5.629028e-01
5.663854e+01,5.883909e-01
5.625000e+01,5.616975e-01
1.301115e+02,-2.491973e-01
1.293750e+02,-2.493140e-01
1.286385e+02,-2.494466e-01
8.588854e+01,-2.181876e-02
8.662500e+01,-3.824654e-02
8.736146e+01,-4.102889e-02
8.775000e+01,-5.896696e-02
5.136146e+01,7.345385e-01
5.062500e+01,7.420159e-01
4.988854e+01,7.723084e-01
4.950000e+01,7.331862e-01
1.601385e+02,-2.532935e-01
1.608750e+02,-2.540810e-01
1.616115e+02,-2.547610e-01
1.620000e+02,-2.559145e-01
6.361459e+00,1.650502e+00
5.625000e+00,1.651201e+00
4.888542e+00,1.658822e+00
4.500000e+00,1.651797e+00
1.417500e+02,-2.494595e-01
1.413615e+02,-2.492633e-01
1.406250e+02,-2.496557e-01
1.398885e+02,-2.496382e-01
1.421385e+02,-2.485612e-01
1.428750e+02,-2.480678e-01
1.436115e+02,-2.474713e-01
1.773615e+02,-2.102605e-01
1.766250e+02,-2.152938e-01
1.758885e+02,-2.198374e-01
1.166115e+02,-2.670948e-01
1.158750e+02,-2.701619e-01
1.151385e+02,-2.710393e-01
3.150000e+01,1.225107e+00
3.111146e+01,1.280839e+00
3.037500e+01,1.273332e+00
2.963854e+01,1.306240e+00
1.301115e+02,-2.467578e-01
1.293750e+02,-2.468407e-01
1.286385e+02,-2.467497e-01
1.061385e+02,-2.328949e-01
1.068750e+02,-2.371738e-01
1.076115e+02,-2.418210e-01
1.466385e+02,-2.494021e-01
1.473750e+02,-2.506312e-01
1.481115e+02,-2.513627e-01
6.361459e+00,1.659484e+00
5.625000e+00,1.657887e+00
4.888542e+00,1.666597e+00
1.350000e+02,-2.466728e-01
1.346115e+02,-2.465262e-01
1.338750e+02,-2.465782e-01
1.331385e+02,-2.464804e-01
1.761146e+01,1.521984e+00
1.687500e+01,1.511500e+00
1.613854e+01,1.536908e+00
1.353885e+02,-2.465399e-01
1.361250e+02,-2.466216e-01
1.368615e+02,-2.466148e-01
1.526115e+02,-2.525303e-01
1.518750e+02,-2.526931e-01
1.511385e+02,-2.527542e-01
1.713885e+02,-2.580471e-01
1.721250e+02,-2.523117e-01
1.728615e+02,-2.444348e-01
1.488885e+02,-2.509957e-01
1.496250e+02,-2.511087e-01
1.503615e+02,-2.509757e-01
1.443885e+02,-2.477047e-01
1.451250e+02,-2.483873e-01
1.458615e+02,-2.489374e-01
5.438854e+01,6.472279e-01
5.512500e+01,6.252260e-01
5.586146e+01,6.129511e-01
3.188854e+01,1.247827e+00
3.262500e+01,1.208938e+00
3.336146e+01,1.223065e+00
8.961146e+01,-6.960228e-02
8.887500e+01,-6.691617e-02
8.813854e+01,-5.260062e-02
2.738854e+01,1.325893e+00
2.812500e+01,1.346910e+00
2.886146e+01,1.353099e+00
1.638615e+02,-2.589573e-01
1.631250e+02,-2.575442e-01
1.623885e+02,-2.557249e-01
2.638542e+00,1.673099e+00
3.375000e+00,1.668331e+00
4.111458e+00,1.666597e+00
4.763854e+01,8.330567e-01
4.837500e+01,8.047228e-01
4.911146e+01,7.996759e-01
